fact id,fact,explanation,gen_time
59,"[2, 1, 23, 0, 30, 2, 3, 0, 5, 2, 30, 4, 0, 0, 4, 4, 30, 3, 2, 0, 5, 0, 30, 0, 5, 0, 5, 3, 30, 2, 0, 0, 2, 1, -15, 3, 1]","[2, 1, 8, 3, 30, 7, 1, 0, 13, 20, 30, 4, 0, 0, 4, 0, 30, 5, 3, 0, 6, 11, 30, 11, 0, 0, 8, 13, 30, 5, 0, 0, 4, 0, -27, 3, 1]",200.96088576316833
60,"[2, 1, 13, 3, 30, 6, 1, 0, 7, 0, 30, 4, 0, 0, 4, 2, 30, 5, 2, 0, 7, 10, 30, 6, 1, 0, 7, 2, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 1, 37, 2, 30, 7, 1, 0, 8, 4, 30, 5, 1, 0, 4, 1, 30, 3, 0, 0, 5, 12, 30, 6, 2, 0, 7, 18, 30, 4, 0, 0, 2, 0, -27, 3, 0]",203.02132296562195
61,"[2, 3, 14, 1, 30, 5, 4, 0, 9, 2, 30, 6, 0, 0, 6, 3, 30, 2, 7, 0, 9, 1, 30, 9, 0, 0, 9, 3, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 0, 40, 1, 30, 4, 5, 0, 2, 1, 30, 4, 2, 0, 6, 9, 30, 6, 0, 0, 8, 1, 30, 6, 6, 0, 11, 11, 30, 2, 1, 0, 8, 0, -27, 3, 0]",207.05318689346313
62,"[2, 1, 5, 1, 30, 8, 4, 0, 12, 2, 30, 9, 1, 0, 10, 0, 30, 4, 8, 0, 12, 0, 30, 8, 4, 0, 12, 1, 30, 1, 5, 0, 6, 0, -27, 3, 0]","[2, 3, 1, 5, 30, 2, 6, 0, 8, 5, 30, 8, 2, 0, 2, 0, 30, 7, 13, 0, 11, 12, 30, 8, 0, 0, 8, 1, 30, 4, 1, 0, 3, 1, -15, 3, 1]",203.5076949596405
63,"[2, 3, 23, 0, 30, 2, 3, 0, 5, 2, 30, 4, 0, 0, 4, 6, 30, 5, 0, 0, 5, 0, 30, 0, 5, 0, 5, 1, 30, 1, 1, 0, 2, 1, -15, 3, 1]","[0, 2, 28, 2, 30, 4, 12, 0, 9, 11, 30, 6, 0, 0, 4, 1, 30, 0, 3, 0, 9, 11, 30, 10, 10, 0, 4, 1, 30, 6, 6, 0, 8, 0, -27, 3, 0]",202.67001342773438
64,"[2, 2, 24, 0, 30, 6, 0, 0, 6, 2, 30, 4, 0, 0, 4, 5, 30, 6, 0, 0, 6, 0, 30, 1, 5, 0, 6, 0, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 2, 5, 6, 30, 8, 11, 0, 2, 19, 30, 11, 1, 0, 2, 0, 30, 8, 1, 0, 6, 1, 30, 5, 10, 0, 7, 5, 30, 0, 6, 0, 3, 1, -15, 3, 1]",203.28521609306335
65,"[2, 3, 8, 1, 30, 7, 0, 0, 7, 3, 30, 2, 0, 0, 2, 1, 30, 3, 4, 0, 7, 1, 30, 7, 0, 0, 7, 4, 30, 3, 0, 0, 3, 0, -27, 3, 0]","[2, 0, 9, 0, 30, 10, 2, 0, 9, 3, 30, 4, 0, 0, 8, 5, 30, 1, 12, 0, 7, 0, 30, 8, 11, 0, 6, 15, 30, 4, 0, 0, 5, 1, -15, 3, 1]",206.38542890548706
66,"[2, 2, 25, 1, 30, 6, 8, 0, 14, 4, 30, 6, 0, 0, 6, 0, 30, 8, 6, 0, 14, 2, 30, 5, 9, 0, 14, 4, 30, 6, 0, 0, 6, 1, -15, 3, 1]","[2, 2, 21, 1, 30, 6, 7, 0, 14, 7, 30, 8, 0, 0, 8, 9, 30, 13, 4, 0, 9, 1, 30, 8, 9, 0, 14, 5, 30, 2, 0, 0, 9, 1, -15, 3, 0]",211.34238028526306
67,"[2, 2, 23, 0, 30, 3, 2, 0, 5, 2, 30, 4, 0, 0, 4, 6, 30, 5, 0, 0, 5, 0, 30, 0, 5, 0, 5, 1, 30, 1, 1, 0, 2, 1, -15, 3, 1]","[2, 1, 40, 0, 30, 5, 13, 0, 12, 1, 30, 10, 0, 0, 8, 0, 30, 13, 7, 0, 14, 3, 30, 0, 4, 0, 12, 5, 30, 3, 0, 0, 7, 1, -27, 3, 1]",201.30494236946106
68,"[2, 2, 18, 0, 30, 8, 0, 0, 8, 1, 30, 4, 0, 0, 4, 0, 30, 2, 6, 0, 8, 0, 30, 5, 3, 0, 8, 2, 30, 5, 0, 0, 5, 1, -15, 3, 1]","[2, 3, 7, 1, 30, 10, 2, 0, 12, 5, 30, 8, 0, 0, 10, 0, 30, 8, 6, 0, 2, 1, 30, 6, 12, 0, 5, 12, 30, 3, 1, 0, 6, 1, -27, 3, 0]",203.3546440601349
69,"[2, 0, 11, 1, 30, 3, 9, 0, 12, 2, 30, 4, 0, 0, 4, 0, 30, 6, 6, 0, 12, 4, 30, 4, 8, 0, 12, 5, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 2, 40, 0, 30, 2, 3, 0, 11, 9, 30, 8, 1, 0, 2, 3, 30, 2, 4, 0, 6, 6, 30, 4, 0, 0, 9, 16, 30, 3, 1, 0, 6, 1, -15, 3, 1]",209.19351625442505
70,"[2, 2, 18, 2, 30, 8, 0, 0, 8, 2, 30, 4, 0, 0, 4, 1, 30, 0, 8, 0, 8, 0, 30, 5, 3, 0, 8, 1, 30, 5, 0, 0, 5, 1, -15, 3, 1]","[2, 3, 18, 5, 30, 6, 6, 0, 10, 3, 30, 10, 0, 0, 4, 6, 30, 6, 9, 0, 4, 11, 30, 0, 4, 0, 6, 0, 30, 3, 1, 0, 5, 1, -27, 3, 0]",205.60760760307312
71,"[2, 4, 24, 0, 30, 4, 2, 0, 6, 3, 30, 4, 0, 0, 4, 7, 30, 6, 0, 0, 6, 0, 30, 1, 5, 0, 6, 1, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 3, 31, 5, 30, 0, 2, 0, 9, 3, 30, 5, 3, 0, 2, 0, 30, 3, 10, 0, 2, 8, 30, 7, 2, 0, 13, 1, 30, 3, 2, 0, 3, 0, -27, 3, 1]",201.03883481025696
72,"[2, 4, 18, 0, 30, 8, 0, 0, 8, 2, 30, 4, 0, 0, 4, 0, 30, 0, 8, 0, 8, 0, 30, 5, 3, 0, 8, 1, 30, 5, 0, 0, 5, 1, -15, 3, 1]","[0, 3, 44, 2, 30, 1, 3, 0, 4, 8, 30, 12, 0, 0, 12, 2, 30, 12, 2, 0, 3, 8, 30, 2, 3, 0, 11, 11, 30, 0, 4, 0, 0, 1, -15, 3, 0]",206.21843028068542
73,"[2, 2, 18, 0, 30, 8, 0, 0, 8, 2, 30, 4, 0, 0, 4, 0, 30, 0, 8, 0, 8, 0, 30, 7, 1, 0, 8, 0, 30, 5, 0, 0, 5, 1, -15, 3, 1]","[2, 0, 45, 3, 30, 2, 2, 0, 12, 12, 30, 8, 5, 0, 12, 4, 30, 9, 10, 0, 5, 2, 30, 7, 14, 0, 5, 13, 30, 2, 0, 0, 3, 1, -15, 3, 0]",206.02471256256104
74,"[2, 0, 20, 0, 30, 1, 7, 0, 8, 0, 30, 7, 1, 0, 8, 2, 30, 8, 0, 0, 8, 0, 30, 1, 7, 0, 8, 1, 30, 3, 2, 0, 5, 1, -15, 3, 1]","[2, 4, 8, 0, 30, 7, 7, 0, 8, 12, 30, 11, 0, 0, 4, 0, 30, 12, 6, 0, 6, 4, 30, 11, 2, 0, 8, 2, 30, 4, 5, 0, 4, 1, -15, 3, 1]",208.06184434890747
75,"[2, 3, 23, 0, 30, 3, 2, 0, 5, 1, 30, 4, 0, 0, 4, 3, 30, 4, 1, 0, 5, 0, 30, 0, 5, 0, 5, 1, 30, 1, 1, 0, 2, 1, -15, 3, 1]","[2, 4, 34, 3, 30, 5, 6, 0, 14, 11, 30, 12, 0, 0, 6, 0, 30, 13, 12, 0, 14, 3, 30, 5, 8, 0, 14, 12, 30, 5, 5, 0, 6, 1, -15, 3, 1]",201.106915473938
76,"[2, 4, 13, 4, 30, 6, 1, 0, 7, 0, 30, 4, 0, 0, 4, 2, 30, 7, 0, 0, 7, 8, 30, 5, 2, 0, 7, 2, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 1, 45, 1, 30, 6, 1, 0, 3, 3, 30, 2, 4, 0, 2, 7, 30, 11, 13, 0, 10, 0, 30, 11, 2, 0, 6, 1, 30, 4, 0, 0, 3, 0, -27, 3, 0]",205.86013984680176
77,"[2, 2, 29, 0, 30, 5, 9, 0, 14, 6, 30, 12, 0, 0, 12, 0, 30, 3, 11, 0, 14, 0, 30, 1, 13, 0, 14, 4, 30, 9, 0, 0, 9, 1, -15, 3, 1]","[2, 4, 36, 0, 30, 4, 5, 0, 2, 6, 30, 11, 4, 0, 6, 0, 30, 10, 7, 0, 7, 0, 30, 12, 0, 0, 4, 4, 30, 5, 0, 0, 0, 1, -15, 3, 1]",204.82887363433838
78,"[2, 1, 25, 1, 30, 9, 5, 0, 14, 3, 30, 6, 0, 0, 6, 0, 30, 6, 8, 0, 14, 1, 30, 5, 9, 0, 14, 4, 30, 5, 1, 0, 6, 1, -15, 3, 1]","[2, 3, 12, 6, 30, 1, 2, 0, 4, 11, 30, 2, 0, 0, 2, 9, 30, 1, 1, 0, 12, 2, 30, 4, 3, 0, 3, 10, 30, 0, 0, 0, 2, 0, -15, 3, 1]",209.38197088241577
79,"[2, 4, 23, 1, 30, 8, 5, 0, 13, 0, 30, 6, 0, 0, 6, 4, 30, 13, 0, 0, 13, 0, 30, 5, 8, 0, 13, 2, 30, 6, 0, 0, 6, 1, -15, 3, 1]","[2, 2, 40, 5, 30, 3, 6, 0, 2, 5, 30, 4, 5, 0, 2, 9, 30, 3, 9, 0, 9, 0, 30, 5, 6, 0, 6, 4, 30, 6, 0, 0, 4, 1, -15, 3, 1]",199.03509283065796
80,"[2, 2, 1, 0, 30, 7, 3, 0, 10, 3, 30, 2, 0, 0, 2, 1, 30, 4, 6, 0, 10, 0, 30, 6, 4, 0, 10, 6, 30, 6, 0, 0, 6, 0, -27, 3, 0]","[2, 4, 9, 2, 30, 0, 7, 0, 7, 0, 30, 7, 2, 0, 0, 10, 30, 6, 1, 0, 10, 11, 30, 12, 1, 0, 7, 15, 30, 4, 6, 0, 4, 1, -15, 3, 1]",206.90024185180664
81,"[2, 0, 41, 1, 30, 10, 2, 0, 12, 3, 30, 6, 2, 0, 8, 0, 30, 3, 9, 0, 12, 1, 30, 6, 6, 0, 12, 1, 30, 5, 2, 0, 7, 1, -15, 3, 1]","[2, 3, 21, 2, 30, 6, 8, 0, 5, 12, 30, 6, 0, 0, 12, 15, 30, 8, 7, 0, 6, 3, 30, 5, 5, 0, 10, 17, 30, 4, 0, 0, 4, 0, -15, 3, 1]",205.01370811462402
82,"[2, 2, 14, 0, 30, 6, 3, 0, 9, 1, 30, 6, 0, 0, 6, 0, 30, 2, 7, 0, 9, 4, 30, 9, 0, 0, 9, 3, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 3, 1, 2, 30, 4, 13, 0, 10, 12, 30, 8, 0, 0, 2, 1, 30, 6, 4, 0, 7, 5, 30, 11, 2, 0, 9, 1, 30, 0, 0, 0, 2, 1, -27, 3, 1]",210.7541377544403
83,"[2, 2, 5, 1, 30, 9, 3, 0, 12, 2, 30, 10, 0, 0, 10, 0, 30, 3, 9, 0, 12, 0, 30, 8, 4, 0, 12, 1, 30, 1, 5, 0, 6, 0, -27, 3, 0]","[2, 0, 24, 3, 30, 7, 1, 0, 12, 3, 30, 4, 4, 0, 0, 5, 30, 9, 9, 0, 7, 0, 30, 6, 11, 0, 6, 11, 30, 2, 0, 0, 4, 0, -15, 3, 0]",200.25745582580566
84,"[2, 3, 3, 0, 30, 4, 7, 0, 11, 1, 30, 8, 0, 0, 8, 0, 30, 5, 6, 0, 11, 0, 30, 4, 7, 0, 11, 1, 30, 2, 5, 0, 7, 0, -27, 3, 0]","[2, 3, 4, 3, 30, 6, 11, 0, 13, 2, 30, 3, 1, 0, 0, 6, 30, 5, 7, 0, 13, 0, 30, 6, 12, 0, 2, 7, 30, 0, 4, 0, 5, 1, -27, 3, 1]",212.61065530776978
85,"[2, 0, 16, 0, 30, 7, 2, 0, 9, 3, 30, 8, 0, 0, 8, 0, 30, 4, 5, 0, 9, 0, 30, 1, 8, 0, 9, 0, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 0, 10, 1, 30, 4, 5, 0, 12, 11, 30, 2, 0, 0, 4, 2, 30, 13, 3, 0, 9, 0, 30, 0, 5, 0, 4, 9, 30, 9, 0, 0, 4, 0, -15, 3, 1]",203.56235337257385
86,"[2, 2, 1, 0, 30, 7, 3, 0, 10, 3, 30, 2, 0, 0, 2, 1, 30, 4, 6, 0, 10, 0, 30, 6, 4, 0, 10, 6, 30, 6, 0, 0, 6, 0, -27, 3, 0]","[0, 4, 41, 0, 30, 4, 6, 0, 2, 19, 30, 1, 2, 0, 2, 4, 30, 1, 0, 0, 12, 0, 30, 8, 4, 0, 9, 1, 30, 7, 0, 0, 7, 1, -15, 3, 1]",207.00361275672913
87,"[2, 2, 24, 0, 30, 6, 0, 0, 6, 2, 30, 3, 1, 0, 4, 4, 30, 6, 0, 0, 6, 0, 30, 1, 5, 0, 6, 0, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, -1, 16, 1, 30, 6, 0, 0, 9, 5, 30, 4, 0, 0, 8, 1, 30, 6, 7, 0, 6, 5, 30, 5, 8, 0, 4, 2, 30, 4, 0, 0, 4, 1, -15, 3, 1]",205.18144989013672
88,"[2, 2, 14, 1, 30, 6, 3, 0, 9, 2, 30, 6, 0, 0, 6, 3, 30, 2, 7, 0, 9, 3, 30, 9, 0, 0, 9, 5, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 1, 19, 0, 30, 5, 4, 0, 13, 4, 30, 8, 0, 0, 2, 0, 30, 6, 13, 0, 8, 14, 30, 4, 3, 0, 9, 0, 30, 8, 4, 0, 9, 1, -15, 3, 1]",206.62453055381775
89,"[2, 2, 26, 0, 30, 7, 2, 0, 9, 5, 30, 4, 0, 0, 4, 2, 30, 0, 9, 0, 9, 0, 30, 2, 7, 0, 9, 6, 30, 3, 0, 0, 3, 1, -15, 3, 1]","[2, 3, 43, 0, 30, 0, 8, 0, 11, 3, 30, 8, 0, 0, 6, 10, 30, 3, 9, 0, 14, 7, 30, 0, 7, 0, 7, 0, 30, 4, 0, 0, 9, 1, -15, 3, 1]",203.5596466064453
90,"[2, 3, 14, 1, 30, 5, 4, 0, 9, 1, 30, 6, 0, 0, 6, 3, 30, 3, 6, 0, 9, 5, 30, 9, 0, 0, 9, 1, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[0, 0, 19, 1, 30, 8, 8, 0, 3, 9, 30, 9, 0, 0, 6, 2, 30, 9, 4, 0, 12, 0, 30, 7, 3, 0, 4, 0, 30, 5, 4, 0, 0, 1, -15, 3, 1]",204.29539847373962
91,"[2, 2, 25, 1, 30, 7, 7, 0, 14, 4, 30, 6, 0, 0, 6, 0, 30, 6, 8, 0, 14, 1, 30, 5, 9, 0, 14, 3, 30, 5, 1, 0, 6, 1, -15, 3, 1]","[0, 3, 19, 1, 30, 4, 2, 0, 9, 16, 30, 11, 0, 0, 6, 6, 30, 4, 9, 0, 6, 7, 30, 1, 3, 0, 13, 16, 30, 6, 3, 0, 6, 1, -15, 3, 1]",200.9432623386383
92,"[2, 4, 16, 0, 30, 6, 3, 0, 9, 4, 30, 8, 0, 0, 8, 0, 30, 3, 6, 0, 9, 0, 30, 2, 7, 0, 9, 1, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 2, 21, 1, 30, 3, 14, 0, 10, 0, 30, 2, 0, 0, 8, 5, 30, 5, 9, 0, 8, 3, 30, 3, 11, 0, 6, 2, 30, 3, 4, 0, 2, 1, -15, 3, 1]",203.01440691947937
93,"[2, 2, 16, 0, 30, 5, 4, 0, 9, 4, 30, 8, 0, 0, 8, 0, 30, 3, 6, 0, 9, 0, 30, 1, 8, 0, 9, 0, 30, 3, 1, 0, 4, 1, -15, 3, 1]","[0, 0, 40, 0, 30, 11, 7, 0, 10, 10, 30, 2, 0, 0, 6, 4, 30, 4, 4, 0, 3, 8, 30, 1, 11, 0, 14, 10, 30, 7, 5, 0, 3, 1, -27, 3, 1]",207.28564715385437
94,"[2, 2, 40, 0, 30, 2, 7, 0, 9, 6, 30, 2, 0, 0, 2, 0, 30, 1, 8, 0, 9, 0, 30, 6, 3, 0, 9, 3, 30, 3, 0, 0, 3, 1, -15, 3, 1]","[2, 4, 18, 6, 30, 4, 6, 0, 9, 19, 30, 3, 4, 0, 10, 11, 30, 6, 13, 0, 7, 5, 30, 7, 13, 0, 15, 4, 30, 9, 5, 0, 0, 1, -15, 3, 0]",204.44203925132751
95,"[2, 3, 29, 0, 30, 7, 7, 0, 14, 5, 30, 12, 0, 0, 12, 0, 30, 5, 9, 0, 14, 0, 30, 0, 14, 0, 14, 0, 30, 7, 2, 0, 9, 1, -15, 3, 1]","[2, 4, 32, 1, 30, 8, 1, 0, 5, 5, 30, 2, 0, 0, 2, 0, 30, 5, 13, 0, 5, 0, 30, 12, 4, 0, 5, 2, 30, 9, 1, 0, 5, 1, -15, 3, 1]",201.66391038894653
96,"[2, 0, 27, 1, 30, 4, 11, 0, 15, 2, 30, 1, 1, 0, 2, 0, 30, 7, 8, 0, 15, 1, 30, 7, 8, 0, 15, 5, 30, 6, 0, 0, 6, 1, -15, 3, 1]","[2, 4, 40, 1, 30, 11, 1, 0, 5, 11, 30, 9, 1, 0, 4, 0, 30, 13, 4, 0, 12, 0, 30, 0, 5, 0, 9, 14, 30, 5, 0, 0, 5, 1, -15, 3, 0]",205.31717371940613
97,"[2, 2, 25, 1, 30, 5, 9, 0, 14, 4, 30, 6, 0, 0, 6, 0, 30, 4, 10, 0, 14, 1, 30, 7, 7, 0, 14, 5, 30, 6, 0, 0, 6, 1, -15, 3, 1]","[2, 1, 40, 1, 30, 1, 5, 0, 6, 16, 30, 6, 2, 0, 4, 15, 30, 4, 11, 0, 8, 0, 30, 8, 8, 0, 3, 2, 30, 7, 2, 0, 6, 0, -27, 3, 1]",206.36097049713135
98,"[2, 3, 23, 0, 30, 2, 3, 0, 5, 1, 30, 4, 0, 0, 4, 2, 30, 5, 0, 0, 5, 0, 30, 0, 5, 0, 5, 1, 30, 2, 0, 0, 2, 1, -15, 3, 1]","[0, 3, 4, 4, 30, 10, 5, 0, 9, 19, 30, 5, 0, 0, 4, 3, 30, 11, 1, 0, 13, 5, 30, 5, 11, 0, 7, 4, 30, 2, 2, 0, 7, 1, -15, 3, 1]",205.9213306903839
99,"[2, 4, 10, 0, 30, 2, 7, 0, 9, 2, 30, 3, 1, 0, 4, 0, 30, 8, 1, 0, 9, 0, 30, 0, 9, 0, 9, 2, 30, 5, 0, 0, 5, 1, -15, 3, 1]","[2, 2, 45, 1, 30, 8, 11, 0, 6, 3, 30, 2, 0, 0, 4, 2, 30, 11, 0, 0, 15, 7, 30, 0, 11, 0, 12, 11, 30, 1, 0, 0, 8, 1, -15, 3, 1]",203.89217495918274
